siteID,sitename,siteNumInCensus,year,established,ts_length,cov_hours,cov_visits,cov_times,cov_notes,area,richness,territories,terr_notes,weather
343,LONGLEAF PINE FOREST,461995.0,1995.0,1995.0,1,14.7,7,," (7 sunrise); 25 Apr; 3, 5 May; 13, 22, 23, 27Jun.",20.0,32.0,66.5,133/40 ha,"Mean start temp, 17.7°C (range 9-22°C). Mean end temp, 21°C. The 10-yr average rainfall amounts for April, May, and June are 7.1, 8.5, and 13.9 cm, respectively. The rainfall amounts for April, May, and june 1995 were 2.9, 7.3, and 27.1 cm, respectively. One visit was conducted in a light fog."
253,CEDAR FOREST,471995.0,1995.0,1992.0,4,17.9,8,," (5 sunrise, 3 sunset); 22, 23(2) May; 9, 20(2), 26. 27 Jun.",12.3,22.0,40.0,130/40 ha,"Mean start temp, 136°C (range 6-23°C). An early warming trend in May gave way to below normal temperatures during the first two weeks ofjune."
254,OLD-GROWTH FOREST,481995.0,1995.0,1992.0,4,13.0,8,," (4 sunrise, 4 sunset); 30, 31 May; 7, 8, 13, 14, 20, 21 jun.",11.3,13.0,36.0,127/40 ha,"Mean start temp., 128°C (range 8-24°C). Bonner's Ferry received rain and snow three days prior to visits three and four."
255,RIPARIAN FOREST,491995.0,1995.0,1991.0,5,19.3,9,," (7 sunrise, 2 sunset); 17, 19 May; 4, 8, 10, 12, 13, 23, 24Jun.",10.3,25.0,50.5,196/40 ha,"Mean start temp, 108°C (range 4-18°C). An early warming trend in May gave way to below normal temperatures during the first two weeks of June."
155,MATURE RED SPRUCE FOREST,501995.0,1995.0,1989.0,7,37.5,8,," (8 sunrise); 25, 28 May; 4, 10, 18, 23, 28 Jun; 6Jul.",16.0,31.0,68.0,170/40 ha,"Mean start temp., 86°C (range 3-15°C). The 6-week census period was the region's sixth driest and ninth warmest in 101 years of record keeping. The average daily temperature was 173°C or 20°C above the 30-yr average. Total precipitation was 6.59 cm which was only 50% of normal. Source: on-site instruments and the Northeast Regional Climate Center, Cornell University."
344,MATURE WHITE PINE STAND,511995.0,1995.0,1975.0,3,19.5,9,," (6 sunrise); 22, 26 May; 9, 10, 11, 12, 22, 27Jun; 4Jul. Maximum number of observers/visit, 12.",10.4,23.0,39.0,150/40 ha,"Mean start temp, 136°C (range 10-17°C). The census period was warmer and drier than long-term averages. There was no measurable precipitation during the last half of the census period. Source: The Guillemot, newsletter of the Sorrento Scientific Society, Bar Harbor, ME. Construction noise on the University of Maine campus may have reduced detectability of the quieter species."
39,UPLAND CHRISTMAS TREE FARM,521995.0,1995.0,1983.0,13,21.4,10,," (1 sunset); 17 Apr; 31 May; 7, 14, 22, 30 Jun; 7, 14, 21, 28 Jul.",10.7,22.0,74.5,279/40 ha,"Mean start temp, 220°C (range 19-28°C). The average daily temperatures in May (11.8°C),June (181°C), and July (205°C) were all 2-4°C above average. Precipitation in May (5.0 cm),June (5.7 cm), and July (5.9 cm) was about half of normal totals. Source: Alfred Cooperative Weather Station."
37,UPLAND SCOTCH PINE PLANTATION,531995.0,1995.0,1969.0,27,11.6,10,," (4 sunset); 8 Apr; 29 May; 5, 12, 19, 26 Jun; 3, 10, 17, 24 Jill.",9.3,30.0,50.5,217/40 ha,"Mean start temp, 226°C (range 16-27OC). The average daily temperatures in May (11.8°C), June (181°C), and July (205°C) were all 2-4°C above average. Precipitation in May (5.0 cm), June (5.7 cm), and July (5.9 cm) was about half of normal totals. Source: Alfred Cooperative Weather Station."
210,WHITE PINE-WHITE CEDAR SAVANNAH,541995.0,1995.0,1973.0,6,40.0,12,," (9 sunrise, 3 sunset); 1, 3, 5, 6, 9, 12, 15, 18, 20, 23, 29 Jun; ljul.",9.3,28.0,101.5,437/40 ha,"Mean start temp., 180°C (range 13-26°C). Mostly clear, calm, and very dry."
345,LOBLOLLY PINE PLANTATION,551995.0,1995.0,1995.0,1,13.7,10,," (8 sunrise, 2 sunset); 16, 25, 27, 31 May; 13, 15, 17, 19, 23, 27jun.",12.2,13.0,16.5,54/40 ha,"Mean start temp., 209°C (range 16-~ 27°C). The mean high temperature for May was 31°C (32-yr average is 29°C); mean low temperature was 20°C (32-yr average is 16°C). The range of temperatures for May was 1137°C; mean daily temperature was 25°C. The mean high temperature forjune was 29°C (32-yr average is 32°C); mean low temperature was 19°C (32-yr average is 16°C). The range of temperatures for june was 14-34°C; mean daily temperature was 24°C. May precipitation was 4.50 cm (normal is 9.86 cm). June precipitation was 22.4 cm (normal is 11.4 cm). Source: Westinghouse Savannah River C0,, Savannah River Technology Ctr."
258,HIGH ALTITUDE RED SPRUCE FOREST,561995.0,1995.0,1992.0,4,18.1,8,," (8 sunrise); 24, 31 May; 9, 14, 16, 23, 28 jun; 13 Jul.",9.9,11.0,39.5,160/40 ha,"Mean start temp., 140°C (range 9-19°C). Unusually good weather with regards to wind."
117,PINYON-JUNIPER WOODLAND,571995.0,1995.0,1983.0,13,21.3,8,," (8 sunrise); 5, 12, 19, 26 Apr; 3, 10, 24, 31 May. Maximum number of observers/visit, 3.",31.3,13.0,27.0,35/40 ha,"Mean start temp, 85°C (range 2-1 3°C). The mean temperature was 25°C cooler than the same period the previous year (85°C compared to 110°C). More than twice as much rainfall was recorded during April, May, and june compared to the same period in 1994. Arches National Park records show 11.5 cm in 1995 and 5.13 cm in 1994. The average rainfall for the same period is 6.1 cm."
159,PONDEROSA PINE-SCRUB OAK FOREST,581995.0,1995.0,1980.0,15,16.4,11,," (11 sunrise); 12, 15, 19, 22, 26, 28, 30 May; 1, 7, 13, 23jun. Maximum number of observers/visit, 5.",12.0,25.0,106.0,353/ 40 ha,"Mean start temp, 7.4°C (range 2-16OC). Temperatures were well below average, and precipitation was well above average."
346,CLIMAX I-IEMLOCK-WHITE PINE FOREST WITH TRANSITION,591995.0,1995.0,1965.0,29,12.0,7,," (1 sunrise, 2 sunset); 31 May; 1, 7, 12, 14, 16Jun; 29 jul.",10.5,43.0,123.0,469/40 ha,"Mean start temp., 21.30C (range 14-29cC). The average minimum and maximum temperatures recorded at our weather station in June (12°C, 260C) were a little above our 11-yr averages. This was the driest June in the last 12 years with only 1.2 cm precipitation."
212,OAK-HEMLOCK FOREST,601995.0,1995.0,1953.0,24,27.4,21,," (21 sunrise); 16(2), 21(2), 27(2) May; 2, 3, 5, 10(2), 17, 18, 22(2), 26, 28, 30 jun; 4, 7, 8Jul. Each visit covered half of the plot.",23.1,35.0,93.0,161/40 ha,"Mean start temp., 150°C (range 7-21°C). There was a severe drought in SE Connecticut during the summer of 1995. The weather was generally calm and hot, and there was Virtually no rain after 3june."
109,UPLAND OAK AND HEMLOCK FOREST,611995.0,1995.0,1989.0,7,15.1,8,," (8 sunrise); 31 May; 2, 6, 9, 15, 18, 20, 22 Jun.",10.5,22.0,133.0,507/ 40 ha,"Mean start temp, 139°C (range 11-19°C). There were no precipitation extremes during the census period."
160,YOUNG MIXED HARDWOOD-CONIFER STAND,621995.0,1995.0,1978.0,18,11.0,6,," (4 sunset); 31 May; 1, 11, 13, 16 jun; 29 july.",8.5,45.0,101.5,478/40 ha,"Mean start temp., 233°C (range 20-31""C). The average minimum and maximum temperatures recorded at our weather station in June (12°C, 26°C) were a little above our 11-yr averages. This was the driest June in the last 12 years with only 1.2 cm precipitation."
163,TAMARACK BOG AND HARDWOOD,631995.0,1995.0,1976.0,20,8.0,8,," (8 sunrise); 28, 29 May; 3, 4, 10, 11, 18, 25 Jun.",8.5,14.0,25.0,118/40 ha,"Mean start temp, 123°C (range 9-15°C)."
347,PITCH PINE-OAK-HEATH WOODLAND,641995.0,1995.0,1995.0,1,12.0,8,," (8 sunrise); 1, 4, 9, 11, 15, 21, 28 Jun; 2 Jul.",12.0,18.0,30.0,100/40 ha,"Mean start temp., 133°C (range 10-17°C). The temperature for June was 26°C above the 95-yr average; precipitation was 47% of average. Sources: Minnewaska State Park Preserve weather station and Mohonk Lake Cooperative Weather Station."
288,UPLAND MIXED PINE-SPRUCE-HARDWOOD PLANTATION,651995.0,1995.0,1974.0,22,12.4,9,," (1 sunrise, 1 sunset); 9 Apr; 21, 30 May; 6, 13, 20, 27Jun; 4, 11Jul.",16.6,32.0,86.5,208/40 ha,"Mean start temp., 179°C (range 13-24°C). The average daily temperatures in May (11.8°C),A]une (18.1°C), and july (205°C) were all 2-4°C above average. Precipitation in May (5.0 cm), june (5.7 cm), and July (5.9 cm) was about half of normal totals. Source: Alfred Cooperative Weather Station."
165,MATURE HEMLOCK-HARDWOOD FOREST,661995.0,1995.0,1990.0,4,16.5,8,," (7 sunrise, 1 sunset); 3, 8, 11, 20, 23, 26, 29 jun; 3Jul. Visit #7 was shortened due to rain.",10.0,26.0,93.5,374/40 ha,"Mean start temp., 17.1°C (range 13-21°C). Mean temperature for May was 16°C (1°C below normal); precipitation was 20.6 cm (9.8 cm above normal). Mean temperature for June was 22°C (slightly above normal); precipitation was 8.4 cm (normal). Source: National Weather Service, Chillicothe."
348,DRY COTTONWOOD-JUNIPER SAVANNAH,671995.0,1995.0,1991.0,2,31.0,10,," (9 sunrise, 1 sunset); 3] May; 4, 6, 9, 12, 15, 18, 23, 27jun; lJul.",10.5,10.0,38.0,145/40 ha,"Mean start temp, 165°C (range 12-25°C). Mostly clear, calm, and very dry."
219,INTERGRADING DUNE-SWALE SAVANNAH,681995.0,1995.0,1965.0,7,30.5,10,," (8 sunrise, 2 sunset); 28, 30 May; 3, 5, 7, 10, 14, 22, 24, 29 Jun.",11.0,13.0,57.0,207/40 ha,"Mean start temp., 173°C (range 13-26°C). Mostly clear, calm, and very dry."
221,HARDWOOD FOREST WITH SCATTERED PINE,691995.0,1995.0,1991.0,5,16.3,8,," (7 sunrise, 1 sunset); 28, 31 May; 7, 13, 16, 22, 29 jun; 4Ju1. Maximum number of observers/ visit, 3.",19.2,30.0,100.0,208/40 ha,"Mean start temp, 148°C (range 8-28°C)."
317,MIXED HARDWOOD-HEMLOCK-WHITE PINE FOREST,701995.0,1995.0,1994.0,2,15.5,8,," (8 sunrise); 8, 16, 23, 27, 30 May; 5, 13, 22 jun.",27.0,28.0,138.0,204/40 ha,"Mean start temp., 8.4°C (range 4-17°C)."
222,MATURE UPLAND OAK-BEECH-WHITE PINE FOREST,711995.0,1995.0,1991.0,5,19.4,9,," (9 sunrise); 22, 25, 31 May; 5, 9, 21, 22, 27 jun; 3Jul.",10.2,25.0,80.0,314/ 40 ha,"Mean start temp., 132°C (range 9-20°C). May mean temperature (130°C) was slightly below normal (13.3°C),]une mean temperature (189°C) was above normal (183°C), as wasjuly mean temperature (229°C; normal 214°C). May precipitation (10.7 cm) was below normal (11.0 cm), June precipitation (9.0 cm) was near normal (9.5 cm), butJuly precipitation (3.2 cm) was much below normal (8.3 cm). Source: University of Rhode Island Weather Station, Kingston, RI."
294,SCRUB OAK FOREST WITH SCATTERED LONGLEAF PINE,721995.0,1995.0,1993.0,2,15.3,10,," (8 sunrise, 2 sunset); 12, 16, 17, 26, 29 May; 14, 15, 21, 26, 28 Jun.",12.2,15.0,17.5,57/40 ha,"Mean start temp, 222°C (range l7-31°C). The mean high temperature for May was 31°C (32-yr average is 29°C); Inean low temperature was 20°C (32-yr average is 16°C). The range of temperatures for May was 11-37°C; mean daily temperature was 25°C. The mean high temperature forjune was 29°C (32-yr average is 32°C); mean low temperature was 19°C (32-yr average is 16°C). The range of temperatures for June was 14-34°C; mean daily temperature was 24°C. May precipitation was 4.50 cm (normal is 9.86 cm). June precipitation was 22.4 cm (normal is 11.4 cm). Source: Westinghouse Savannah River Co., Savannah River Technology Ctr."
263,TUPELO-CYPRESS SWAMP,731995.0,1995.0,1992.0,2,23.1,10,," (8 sunrise, 2 sunset); 18, 23, 25, 30 May; 1, 7, 8, 14, 22, 27 Jun.",11.0,19.0,51.0,185/40 ha,"Mean start temp., 226°C (range 15-34°C). The mean high temperature for May was 31°C (32-yr average is 29°C); mean low temperature was 20°C (32-yr average is 16°C). The range of temperatures for May was 11-37°C; mean daily temperature was 25°C. The mean high temperature for June was 29°C (32-yr average is 32°C); Inean low temperature was 19°C (32-yr average is 16°C). The range of temperatures for June was 14-34°C; mean daily temperature was 24°C. May precipitation was 4.50 cm (normal is 9.86 cm). june precipitation was 22.4 cm (normal is 11.4 cm). Source: Westinghouse Savannah River Co., Savannah River Technology Ctr."
295,MATURE DECIDUOUS-CONIFEROUS FOREST WITH STREAM,741995.0,1995.0,1991.0,5,20.3,12,," (12 sunrise); 26 Apr; 25 May; 2, 8, 9, 10, 11, 12, 13, 14Jun; 10, 12 Jul.",10.2,38.0,41.5,163/40 ha,"Mean start temp, 163°C (range 5-22°C). It was both warmer and drier than long-term averages for April, May, and June and especially so for july."
349,MIXED PINE AND HARDWOOD RIDGE,751995.0,1995.0,1991.0,2,13.9,8,," (6 sunrise, 1 sunset); 30, 31 May; 1, 2, 7, 14, 21, 23 Jun.",6.1,15.0,35.5,233/40 ha,"Mean start temp., 10.7°C (range 5-17°C). There was very little rainfall during the first two weeks of the study period. Very normal weather overall."
350,SLOPED N,761995.0,1995.0,1991.0,4,12.3,7,," (6 sunrise, 1 sunset); 27, 28 May; 16jun; 2, 8, 9, 22 Jul.",12.3,29.0,57.5,187/40 ha,"Mean start temp., 14.6°C (range 5-20°C). The weather was warm and dry. june was the fifth warmest and the driest on record. July precipitation was normal but unevenly distributed. Mean temperature and total precipitation (departures from 30-yr norms in parentheses): May, 11.5°C (-1.0°C), 5.4 cm (-4.05 cm);]une, 180°C (+0.5°C), 2.49 cm (-7.42 cm);July, 215°C (+1.7°C), 9.53 cm (+0.18 cm). Source: Central Vermont Public Service Co., Cavendish, VT."
227,TRANSITION FOREST AND THICKET,771995.0,1995.0,1953.0,24,7.7,10,," (10 sunrise); 16, 21, 27 May; 2, 10, 17, 22, 28 Jun; 4, 8Jul.",6.5,29.0,26.0,160/40 ha,"Mean start temp., 143°C (range 7-21°C). There was a severe drought in SE Connecticut during the summer of 1995. The weather was generally calm and hot, and there was Virtually no rain after 3june."
47,DECIDUOUS FOREST WITH POND AND BROOK,781995.0,1995.0,1964.0,32,9.0,9,," (9 sunrise); 16, 18, 23, 25 May; 1, 8, 13, 15, 20 Jun. Maximum number of observers/visit, 4.",16.2,23.0,43.0,106/40 ha,"Mean start temp., 138°C (range 6-22°C)."
351,RESIDENTIAL SUBDIVISION,791995.0,1995.0,1995.0,1,6.0,10,," (6 sunrise, 4 sunset); 1, 15, 16, 22, 27, 30 jun; 3, 6, 7, 8jul.",20.0,21.0,95.5,191/40 ha,"Mean start temp., 169°C (range 11-21°C). May mean temperature averaged 1.1°C lower than normal; June mean temperature averaged 07°C lower than normal; July mean temperature averaged 1.0°C higher than normal. Yearto-date precipitation at the end of July was 16.4 cm less than normal. Source: weather station in New Brunswick, NJ (30 km S of plot)."
352,FOREST WETLAND AND BORDERING CLIFF AND TALUS,801995.0,1995.0,1995.0,1,28.8,15,," (14 sunrise, 1 sunset); 16, 25 May; 1, 6, 8, 15, 18, 20, 23, 30 jun; 4, 10, 13, 14, 24 Jul. Maximum number of observers/visit, 4.",22.3,28.0,56.0,100/40 ha,"Mean start temp, 17.6°C (range 13-24°C). May temperatures were nearly normal with 4.6 cm less rain than normal. June was much warmer than normal (+2.2°C) with 5.3 cm less rain than normal.]uly was much warmer than normal (+1.3°C) with 9.3 cm more rain than normal. Source: Mohonk Lake Cooperative Weather Station."
325,SECOND-GROWTH BROADLEAF-CONIFEROUS FOREST WITH,811995.0,1995.0,1994.0,2,13.3,10,," (6 sunrise, 1 sunset); 6, 23, 31 May; 6, 13, 21 jun; 11, 12, 18_]ul; 7 Aug.",11.0,29.0,61.5,224/40 ha,"Mean start temp, 138°C (range 7-24°C). Conditions were favorable during all visits."
169,SUBURBAN BIRD SANCTUARY,821995.0,1995.0,1983.0,13,12.8,8,," (7 sunrise, 1 sunset); 1, 15, 28 Jun; 6, 12, 25 Jul; 4, 17 Aug. Maximum number of observers/visit, 3.",10.8,28.0,72.0,267/40 ha,"Mean start temp, 194°C (range 12-27°C)."
170,FIELD,831995.0,1995.0,1994.0,2,17.5,8,," (3 sunset); 6, 13 May; 6, 10, 22, 24 jun; 1, 14 Jul.",5.8,21.0,142.0,979/40 ha,"Mean start temp, 213°C (range 15-24°C). The mean temperature was almost 2°C above the regional 30-yr norm for june, but was near the norm for the entire 4-month census period. Precipitation totals were considerably below the norm for the census period (-8.54 cm), and 3.87 cm below the previous 2-yr average per month. Source: Environment Canada."
172,SCATTERED MIXED CONIFEROUS FOREST IN SUBALPINE,841995.0,1995.0,1973.0,23,12.9,9,," (9 sunrise); 29, 30 jun; l, 2, 4, 5, 6, 8, 9jul.",32.4,10.0,20.0,25/ 40 ha,"Mean start temp, 7.7°C (range 2-12°C). Heavy snowpack from above-average winter-spring precipitation made census timing later than normal. Road access was blocked by snowdrifts until 26june."
131,COASTAL FRESHWATER MARSH,851995.0,1995.0,1988.0,8,8.5,8,,"; 14, 28 Apr; 2, 11, 18, 25, 28 May; ljun.",10.5,16.0,88.0,335/ 40 ha,"Mean start temp, 108°C (range 4-14°C). Generally mild with normal temperatures. Rainfall during the 1994-95 rainy season was 106.7 cm, 48% above the 38-yr average of 71.9 cm. Significant periods of rainfall extended into May. Source: Audubon Canyon Ranch."
353,DESERT RIPARIAN -FRESHWATER MARSH,861995.0,1995.0,1977.0,19,25.5,8,," (8 sunrise); 14, 26 Apr; 3, 10, 17, 24, 31 May; 7Jun. Maximum number of observers/visit, 4.",15.4,34.0,217.5,565/40 ha,"Mean start temp, 86°C (range 2-14°C)."
354,MONTANE MESIC WILLOW CARR,871995.0,1995.0,1983.0,5,14.0,8,," (8 sunrise); 20, 28 May; 4, 10, 18, 24Jun; 2, 8Jul.",3.8,18.0,75.5,795/40 ha,"Mean start temp, 53°C (range 1-11°C). May was the coolest and wettest of the last 30 years; the average high temperature was 9°C (normal is 14°C), precipitation was 20 cm (normal is 7 cm). June was the fifth coolest and third wettest on record; the average high temperature was 18°C, precipitation was 9 cm. Source: weather column in local weekly paper (The Mountain Ear)."
72,SHRUBBY SWAMP AND SEDGE HUMMOCKS,881995.0,1995.0,1965.0,29,14.0,8,," (1 sunrise, 6 sunset); 31 May; 1, 12, 13, 16, 18 Jun; 28, 29 jul.",8.1,35.0,169.5,837/40 ha,"Mean start temp., 213°C (range 16-28°C). The average minimum and maximum temperatures recorded at our weather station in June (12°C, 26°C) were a little above our 11-yr averages. This was the driest june in the last 12 years with only 1.2 cm precipitation."
74,WETLAND SEDGE MEADOW I,891995.0,1995.0,1981.0,13,6.8,8,," (6 sunrise); 6, 12, 13, 14, 15, 16, 19, 20jun.",16.2,10.0,54.0,133/40 ha,"Mean start temp, 21°C. Generally cold and wet. Temperature and precipitation departures, respectively, were: May, -3.9°C, +6.3 cm; June, - 12°C, -2.6 cm. Source: National Weather Service, Grand Island, NE."
75,WETLAND SEDGE MEADOW II,901995.0,1995.0,1982.0,12,7.6,8,," (1 sunrise); 6, 12, 13, 14, 15, 16, 19, 20 Jun.",16.2,9.0,49.5,122/40 ha,"Mean start temp., 21°C. Generally cold and wet. Temperature and precipitation departures, respectively, were: May, -3.9°C. +6.3 cm; June, -1.2°C, -2.6 cm. Source: National Weather Service, Grand Island, NE."
355,COASTAL SCRUB,911995.0,1995.0,1971.0,21,214.3,69,," (43 sunrise, 8 sunset); 1, 3-6, 8-14, 16-21, 23-26, 28, 30 Apr; 1, 4, 5, 7, 8, 10-17, 19, 20, 22-25, 27, 31 May; 1, 5-7, 10-21, 24, 26, 28-30 Jun.",8.1,18.0,51.0,252/40 ha,See BBC #94 for summary.
53,DISTURBED COASTAL SCRUB A,921995.0,1995.0,1972.0,21,177.5,49,," (27 sunrise); 1, 3, 4, 6, 8-11, 13, 14, 16, 17, 21, 23, 25, 26, 28, 30 Apr; 5, 7, 8, 10, 11, 17, 19, 20, 24, 27-31 May; 1, 2, 4, 6, 8, 12-15, 17, 19-23, 25, 28, 29 Jun.",4.7,22.0,29.5,251/40 ha,See BBC #94 for summary.
54,DISTURBED COASTAL SCRUB B,931995.0,1995.0,1971.0,21,302.0,93,," (43 sunrise, 2 sunset).",8.1,23.0,48.0,237/40 ha,See BBC #94 for summary.
356,GRAZED COASTAL SCRUB,941995.0,1995.0,1995.0,1,341.2,73,," (56 sunrise, 5 sunset); 1-5, 714, 16, 17, 19, 20, 22-24, 26, 28 Apr; 1, 4, 7, 8, 10-12, 14-16, 19-25, 28-31 May; 1, 4, 6-11, 15, 17, 18, 20, 21, 24-26, 28-30 jun.",45.0,22.0,125.0,111/40 ha,"Mean start temp., 90°C (range 4-14°C). The study occurred in one of the wetter seasons recorded in 28 years. Total rainfall for the year (Iuly-June) was 143.2 cm. Precipitation fell on 6% of the census mornings."
357,PALO VERDE-IRONWOOD WOODLAND I,951995.0,1995.0,1995.0,1,41.0,9,," (8 sunrise, 1 sunset); 10, 14, 17, 23, 30 Apr; 5, 10, 15, 24 May.",50.0,14.0,47.5,38/ 40 ha,"Mean start temp, 18.7°C (range 13-41°C). Minimum/maximum temperatures throughout the census period were normal. No precipitation was recorded on the plot during the census period. The annual rainfall totals for this region of SE California are 3-8 cm based on a 10-yr index. Source: Brawley Agricultural Station, approx. 45 km W of the plot."
